_id,FinancialYear,HBR,HBRQF,AgeGroup,Sex,Dataset,DatasetQF,DischargeCount,DischargeCountQF,DischargeRates,DischargeRatesQF,PatientsCount,PatientCountQF,PatientsRates,PatientRatesQF
2580,2009/10,RA2703, ,65plus years,Female,Total,d,0, , ,:,0, , ,:
2581,2010/11,S08000015, ,0-17 years,Male,Total,d,40, ,105.53, ,30, ,79.15, 
2582,2010/11,S08000015, ,0-17 years,Female,Total,d,60, ,164.38, ,40, ,109.59, 
2583,2010/11,S08000015, ,18-24 years,Male,Total,d,110, ,725.64, ,70, ,461.77, 
2584,2010/11,S08000015, ,18-24 years,Female,Total,d,80, ,526.7, ,50, ,329.19, 
2585,2010/11,S08000015, ,25-39 years,Male,Total,d,340, ,1151.22, ,250, ,846.48, 
2586,2010/11,S08000015, ,25-39 years,Female,Total,d,260, ,802, ,150, ,462.69, 
2587,2010/11,S08000015, ,40-64 years,Male,Total,d,660, ,1014.46, ,430, ,660.94, 
2588,2010/11,S08000015, ,40-64 years,Female,Total,d,440, ,625.27, ,300, ,426.32, 
2589,2010/11,S08000015, ,65plus years,Male,Total,d,280, ,913.72, ,210, ,685.29, 
2590,2010/11,S08000015, ,65plus years,Female,Total,d,280, ,699.44, ,210, ,524.58, 
2591,2010/11,S08000016, ,0-17 years,Male,Total,d,20, ,176.57, ,10, ,88.28, 
2592,2010/11,S08000016, ,0-17 years,Female,Total,d,20, ,180.78, ,20, ,180.78, 
2593,2010/11,S08000016, ,18-24 years,Male,Total,d,30, ,806.23, ,20, ,537.49, 
2594,2010/11,S08000016, ,18-24 years,Female,Total,d,20, ,521.38, ,20, ,521.38, 
2595,2010/11,S08000016, ,25-39 years,Male,Total,d,110, ,1344.58, ,60, ,733.41, 
2596,2010/11,S08000016, ,25-39 years,Female,Total,d,60, ,676.59, ,50, ,563.82, 
2597,2010/11,S08000016, ,40-64 years,Male,Total,d,120, ,564.12, ,80, ,376.08, 
2598,2010/11,S08000016, ,40-64 years,Female,Total,d,130, ,592.28, ,80, ,364.48, 
2599,2010/11,S08000016, ,65plus years,Male,Total,d,160, ,1532.57, ,110, ,1053.64, 
2600,2010/11,S08000016, ,65plus years,Female,Total,d,170, ,1303.38, ,120, ,920.03, 
2601,2010/11,S08000017, ,0-17 years,Male,Total,d,10, ,67.4, ,10, ,67.4, 
2602,2010/11,S08000017, ,0-17 years,Female,Total,d,20, ,140.81, ,10, ,70.4, 
2603,2010/11,S08000017, ,18-24 years,Male,Total,d,20, ,368.87, ,20, ,368.87, 
2604,2010/11,S08000017, ,18-24 years,Female,Total,d,40, ,765.84, ,30, ,574.38, 
2605,2010/11,S08000017, ,25-39 years,Male,Total,d,140, ,1298.34, ,80, ,741.91, 
2606,2010/11,S08000017, ,25-39 years,Female,Total,d,100, ,861.18, ,60, ,516.71, 
2607,2010/11,S08000017, ,40-64 years,Male,Total,d,230, ,837.98, ,140, ,510.07, 
2608,2010/11,S08000017, ,40-64 years,Female,Total,d,180, ,623.68, ,120, ,415.79, 
2609,2010/11,S08000017, ,65plus years,Male,Total,d,150, ,1020.96, ,100, ,680.64, 
2610,2010/11,S08000017, ,65plus years,Female,Total,d,170, ,943.45, ,120, ,665.96, 
2611,2010/11,S08000019, ,0-17 years,Male,Total,d,10, ,31.99, ,10, ,31.99, 
2612,2010/11,S08000019, ,0-17 years,Female,Total,d,10, ,33.43, ,10, ,33.43, 
2613,2010/11,S08000019, ,18-24 years,Male,Total,d,40, ,298.24, ,40, ,298.24, 
2614,2010/11,S08000019, ,18-24 years,Female,Total,d,50, ,376.76, ,40, ,301.41, 
2615,2010/11,S08000019, ,25-39 years,Male,Total,d,180, ,681.69, ,140, ,530.2, 
2616,2010/11,S08000019, ,25-39 years,Female,Total,d,190, ,670.34, ,120, ,423.37, 
2617,2010/11,S08000019, ,40-64 years,Male,Total,d,300, ,583.2, ,210, ,408.24, 
2618,2010/11,S08000019, ,40-64 years,Female,Total,d,190, ,355.66, ,130, ,243.35, 
2619,2010/11,S08000019, ,65plus years,Male,Total,d,170, ,806.53, ,120, ,569.31, 
2620,2010/11,S08000019, ,65plus years,Female,Total,d,230, ,837.16, ,150, ,545.97, 
2621,2010/11,S08000020, ,0-17 years,Male,Total,d,40, ,70.45, ,30, ,52.84, 
2622,2010/11,S08000020, ,0-17 years,Female,Total,d,40, ,74.74, ,30, ,56.05, 
2623,2010/11,S08000020, ,18-24 years,Male,Total,d,110, ,391.33, ,80, ,284.61, 
2624,2010/11,S08000020, ,18-24 years,Female,Total,d,80, ,291.46, ,60, ,218.6, 
2625,2010/11,S08000020, ,25-39 years,Male,Total,d,340, ,589.68, ,200, ,346.87, 
2626,2010/11,S08000020, ,25-39 years,Female,Total,d,280, ,498.99, ,170, ,302.96, 
2627,2010/11,S08000020, ,40-64 years,Male,Total,d,700, ,714.5, ,400, ,408.28, 
2628,2010/11,S08000020, ,40-64 years,Female,Total,d,500, ,509.15, ,300, ,305.49, 
2629,2010/11,S08000020, ,65plus years,Male,Total,d,420, ,1077.06, ,290, ,743.69, 
2630,2010/11,S08000020, ,65plus years,Female,Total,d,580, ,1158.7, ,390, ,779.13, 
2631,2010/11,S08000022, ,0-17 years,Male,Total,d,20, ,60.96, ,20, ,60.96, 
2632,2010/11,S08000022, ,0-17 years,Female,Total,d,30, ,96.86, ,20, ,64.58, 
2633,2010/11,S08000022, ,18-24 years,Male,Total,d,90, ,739.83, ,70, ,575.42, 
2634,2010/11,S08000022, ,18-24 years,Female,Total,d,70, ,663.76, ,50, ,474.11, 
2635,2010/11,S08000022, ,25-39 years,Male,Total,d,260, ,1018.65, ,170, ,666.04, 
2636,2010/11,S08000022, ,25-39 years,Female,Total,d,170, ,637.52, ,120, ,450.01, 
2637,2010/11,S08000022, ,40-64 years,Male,Total,d,530, ,907.86, ,360, ,616.66, 
2638,2010/11,S08000022, ,40-64 years,Female,Total,d,390, ,641.39, ,290, ,476.93, 
2639,2010/11,S08000022, ,65plus years,Male,Total,d,310, ,1135.91, ,220, ,806.13, 
2640,2010/11,S08000022, ,65plus years,Female,Total,d,370, ,1082, ,300, ,877.3, 
2641,2010/11,S08000024, ,0-17 years,Male,Total,d,50, ,61.31, ,40, ,49.05, 
2642,2010/11,S08000024, ,0-17 years,Female,Total,d,80, ,103.38, ,70, ,90.46, 
2643,2010/11,S08000024, ,18-24 years,Male,Total,d,190, ,435.69, ,140, ,321.03, 
2644,2010/11,S08000024, ,18-24 years,Female,Total,d,90, ,196.3, ,80, ,174.49, 
2645,2010/11,S08000024, ,25-39 years,Male,Total,d,580, ,645.57, ,410, ,456.35, 
2646,2010/11,S08000024, ,25-39 years,Female,Total,d,410, ,445.12, ,300, ,325.7, 
2647,2010/11,S08000024, ,40-64 years,Male,Total,d,970, ,725.14, ,650, ,485.92, 
2648,2010/11,S08000024, ,40-64 years,Female,Total,d,650, ,469.59, ,460, ,332.33, 
2649,2010/11,S08000024, ,65plus years,Male,Total,d,840, ,1605.54, ,490, ,936.56, 
2650,2010/11,S08000024, ,65plus years,Female,Total,d,1280, ,1811.29, ,790, ,1117.9, 
2651,2010/11,S08000025, ,0-17 years,Male,Total,d,0, ,0, ,0, ,0, 
2652,2010/11,S08000025, ,0-17 years,Female,Total,d,0, ,0, ,0, ,0, 
2653,2010/11,S08000025, ,18-24 years,Male,Total,d,0, ,0, ,0, ,0, 
2654,2010/11,S08000025, ,18-24 years,Female,Total,d,10, ,1364.26, ,0, ,0, 
2655,2010/11,S08000025, ,25-39 years,Male,Total,d,20, ,1254.71, ,10, ,627.35, 
2656,2010/11,S08000025, ,25-39 years,Female,Total,d,10, ,573.72, ,10, ,573.72, 
2657,2010/11,S08000025, ,40-64 years,Male,Total,d,20, ,495.54, ,20, ,495.54, 
2658,2010/11,S08000025, ,40-64 years,Female,Total,d,10, ,253.74, ,10, ,253.74, 
2659,2010/11,S08000025, ,65plus years,Male,Total,d,10, ,528.26, ,10, ,528.26, 
2660,2010/11,S08000025, ,65plus years,Female,Total,d,10, ,441.7, ,10, ,441.7, 
2661,2010/11,S08000026, ,0-17 years,Male,Total,d,0, ,0, ,0, ,0, 
2662,2010/11,S08000026, ,0-17 years,Female,Total,d,10, ,406.17, ,10, ,406.17, 
2663,2010/11,S08000026, ,18-24 years,Male,Total,d,10, ,1037.34, ,10, ,1037.34, 
2664,2010/11,S08000026, ,18-24 years,Female,Total,d,0, ,0, ,0, ,0, 
2665,2010/11,S08000026, ,25-39 years,Male,Total,d,20, ,930.67, ,10, ,465.33, 
2666,2010/11,S08000026, ,25-39 years,Female,Total,d,20, ,966.18, ,10, ,483.09, 
2667,2010/11,S08000026, ,40-64 years,Male,Total,d,20, ,471.81, ,10, ,235.9, 
2668,2010/11,S08000026, ,40-64 years,Female,Total,d,20, ,506.97, ,10, ,253.49, 
2669,2010/11,S08000026, ,65plus years,Male,Total,d,0, ,0, ,0, ,0, 
2670,2010/11,S08000026, ,65plus years,Female,Total,d,10, ,483.56, ,10, ,483.56, 
2671,2010/11,S08000028, ,0-17 years,Male,Total,d,10, ,370.51, ,0, ,0, 
2672,2010/11,S08000028, ,0-17 years,Female,Total,d,0, ,0, ,0, ,0, 
2673,2010/11,S08000028, ,18-24 years,Male,Total,d,0, ,0, ,0, ,0, 
2674,2010/11,S08000028, ,18-24 years,Female,Total,d,0, ,0, ,0, ,0, 
2675,2010/11,S08000028, ,25-39 years,Male,Total,d,20, ,923.79, ,10, ,461.89, 
2676,2010/11,S08000028, ,25-39 years,Female,Total,d,10, ,471.25, ,10, ,471.25, 
2677,2010/11,S08000028, ,40-64 years,Male,Total,d,40, ,768.05, ,20, ,384.02, 
2678,2010/11,S08000028, ,40-64 years,Female,Total,d,20, ,396.12, ,20, ,396.12, 
2679,2010/11,S08000028, ,65plus years,Male,Total,d,30, ,1184.83, ,20, ,789.89, 
2680,2010/11,S08000028, ,65plus years,Female,Total,d,40, ,1193.67, ,20, ,596.84, 
2681,2010/11,S08000029, ,0-17 years,Male,Total,d,20, ,53.75, ,20, ,53.75, 
2682,2010/11,S08000029, ,0-17 years,Female,Total,d,20, ,55.96, ,10, ,27.98, 
2683,2010/11,S08000029, ,18-24 years,Male,Total,d,70, ,432.69, ,60, ,370.87, 
2684,2010/11,S08000029, ,18-24 years,Female,Total,d,60, ,350.32, ,40, ,233.55, 
2685,2010/11,S08000029, ,25-39 years,Male,Total,d,310, ,987.04, ,190, ,604.96, 
2686,2010/11,S08000029, ,25-39 years,Female,Total,d,230, ,692.58, ,140, ,421.57, 
2687,2010/11,S08000029, ,40-64 years,Male,Total,d,420, ,669.32, ,260, ,414.34, 
2688,2010/11,S08000029, ,40-64 years,Female,Total,d,330, ,502.42, ,220, ,334.95, 
2689,2010/11,S08000029, ,65plus years,Male,Total,d,330, ,1193.36, ,210, ,759.41, 
2690,2010/11,S08000029, ,65plus years,Female,Total,d,440, ,1234.01, ,270, ,757.24, 
2691,2010/11,S08000030, ,0-17 years,Male,Total,d,30, ,73.96, ,20, ,49.31, 
2692,2010/11,S08000030, ,0-17 years,Female,Total,d,30, ,77.3, ,20, ,51.53, 
2693,2010/11,S08000030, ,18-24 years,Male,Total,d,90, ,461.18, ,70, ,358.7, 
2694,2010/11,S08000030, ,18-24 years,Female,Total,d,90, ,454.82, ,60, ,303.21, 
2695,2010/11,S08000030, ,25-39 years,Male,Total,d,350, ,1003.96, ,240, ,688.43, 
2696,2010/11,S08000030, ,25-39 years,Female,Total,d,280, ,768.89, ,190, ,521.75, 
2697,2010/11,S08000030, ,40-64 years,Male,Total,d,470, ,685.44, ,350, ,510.43, 
2698,2010/11,S08000030, ,40-64 years,Female,Total,d,390, ,542.01, ,270, ,375.23, 
2699,2010/11,S08000030, ,65plus years,Male,Total,d,300, ,907.61, ,240, ,726.08, 
2700,2010/11,S08000030, ,65plus years,Female,Total,d,370, ,849.81, ,300, ,689.04, 
2701,2010/11,S08000031, ,0-17 years,Male,Total,d,60, ,52.99, ,50, ,44.16, 
2702,2010/11,S08000031, ,0-17 years,Female,Total,d,60, ,55.49, ,40, ,36.99, 
2703,2010/11,S08000031, ,18-24 years,Male,Total,d,250, ,419.3, ,170, ,285.12, 
2704,2010/11,S08000031, ,18-24 years,Female,Total,d,170, ,279.86, ,120, ,197.55, 
2705,2010/11,S08000031, ,25-39 years,Male,Total,d,1320, ,1176.58, ,820, ,730.9, 
2706,2010/11,S08000031, ,25-39 years,Female,Total,d,820, ,702.04, ,520, ,445.19, 
2707,2010/11,S08000031, ,40-64 years,Male,Total,d,2440, ,1331.54, ,1460, ,796.74, 
2708,2010/11,S08000031, ,40-64 years,Female,Total,d,1320, ,671.61, ,830, ,422.3, 
2709,2010/11,S08000031, ,65plus years,Male,Total,d,1050, ,1441.12, ,670, ,919.57, 
2710,2010/11,S08000031, ,65plus years,Female,Total,d,1280, ,1225.24, ,860, ,823.21, 
2711,2010/11,S08000032, ,0-17 years,Male,Total,d,40, ,57.15, ,30, ,42.87, 
2712,2010/11,S08000032, ,0-17 years,Female,Total,d,50, ,74.47, ,40, ,59.58, 
2713,2010/11,S08000032, ,18-24 years,Male,Total,d,140, ,505.42, ,100, ,361.01, 
2714,2010/11,S08000032, ,18-24 years,Female,Total,d,110, ,400.39, ,70, ,254.8, 
2715,2010/11,S08000032, ,25-39 years,Male,Total,d,620, ,1024.95, ,420, ,694.32, 
2716,2010/11,S08000032, ,25-39 years,Female,Total,d,450, ,702.55, ,290, ,452.76, 
2717,2010/11,S08000032, ,40-64 years,Male,Total,d,1010, ,905.95, ,640, ,574.07, 
2718,2010/11,S08000032, ,40-64 years,Female,Total,d,740, ,622.53, ,520, ,437.46, 
2719,2010/11,S08000032, ,65plus years,Male,Total,d,500, ,1159.88, ,330, ,765.52, 
2720,2010/11,S08000032, ,65plus years,Female,Total,d,740, ,1250.91, ,470, ,794.5, 
2721,2010/11,RA2702, ,0-17 years,Male,Total,d,0, , ,:,0, , ,:
2722,2010/11,RA2702, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
2723,2010/11,RA2702, ,18-24 years,Male,Total,d,20, , ,:,10, , ,:
2724,2010/11,RA2702, ,18-24 years,Female,Total,d,10, , ,:,10, , ,:
2725,2010/11,RA2702, ,25-39 years,Male,Total,d,60, , ,:,30, , ,:
2726,2010/11,RA2702, ,25-39 years,Female,Total,d,20, , ,:,20, , ,:
2727,2010/11,RA2702, ,40-64 years,Male,Total,d,50, , ,:,40, , ,:
2728,2010/11,RA2702, ,40-64 years,Female,Total,d,20, , ,:,20, , ,:
2729,2010/11,RA2702, ,65plus years,Male,Total,d,10, , ,:,10, , ,:
2730,2010/11,RA2702, ,65plus years,Female,Total,d,20, , ,:,10, , ,:
2731,2010/11,RA2701, ,0-17 years,Male,Total,d,0, , ,:,0, , ,:
2732,2010/11,RA2701, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
2733,2010/11,RA2701, ,18-24 years,Male,Total,d,40, , ,:,40, , ,:
2734,2010/11,RA2701, ,18-24 years,Female,Total,d,20, , ,:,10, , ,:
2735,2010/11,RA2701, ,25-39 years,Male,Total,d,120, , ,:,90, , ,:
2736,2010/11,RA2701, ,25-39 years,Female,Total,d,30, , ,:,20, , ,:
2737,2010/11,RA2701, ,40-64 years,Male,Total,d,130, , ,:,100, , ,:
2738,2010/11,RA2701, ,40-64 years,Female,Total,d,20, , ,:,20, , ,:
2739,2010/11,RA2701, ,65plus years,Male,Total,d,20, , ,:,10, , ,:
2740,2010/11,RA2701, ,65plus years,Female,Total,d,0, , ,:,0, , ,:
2741,2010/11,RA2704, ,0-17 years,Male,Total,d,0, , ,:,0, , ,:
2742,2010/11,RA2704, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
2743,2010/11,RA2704, ,18-24 years,Male,Total,d,10, , ,:,10, , ,:
2744,2010/11,RA2704, ,18-24 years,Female,Total,d,0, , ,:,0, , ,:
2745,2010/11,RA2704, ,25-39 years,Male,Total,d,20, , ,:,20, , ,:
2746,2010/11,RA2704, ,25-39 years,Female,Total,d,0, , ,:,0, , ,:
2747,2010/11,RA2704, ,40-64 years,Male,Total,d,30, , ,:,20, , ,:
2748,2010/11,RA2704, ,40-64 years,Female,Total,d,0, , ,:,0, , ,:
2749,2010/11,RA2704, ,65plus years,Male,Total,d,0, , ,:,0, , ,:
2750,2010/11,RA2704, ,65plus years,Female,Total,d,0, , ,:,0, , ,:
2751,2010/11,RA2703, ,0-17 years,Male,Total,d,0, , ,:,0, , ,:
2752,2010/11,RA2703, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
2753,2010/11,RA2703, ,18-24 years,Male,Total,d,0, , ,:,0, , ,:
2754,2010/11,RA2703, ,18-24 years,Female,Total,d,0, , ,:,0, , ,:
2755,2010/11,RA2703, ,25-39 years,Male,Total,d,10, , ,:,10, , ,:
2756,2010/11,RA2703, ,25-39 years,Female,Total,d,0, , ,:,0, , ,:
2757,2010/11,RA2703, ,40-64 years,Male,Total,d,10, , ,:,10, , ,:
2758,2010/11,RA2703, ,40-64 years,Female,Total,d,0, , ,:,0, , ,:
2759,2010/11,RA2703, ,65plus years,Male,Total,d,0, , ,:,0, , ,:
2760,2010/11,RA2703, ,65plus years,Female,Total,d,0, , ,:,0, , ,:
2761,2011/12,S08000015, ,0-17 years,Male,Total,d,40, ,106.12, ,40, ,106.12, 
2762,2011/12,S08000015, ,0-17 years,Female,Total,d,40, ,110.46, ,40, ,110.46, 
2763,2011/12,S08000015, ,18-24 years,Male,Total,d,90, ,587.7, ,60, ,391.8, 
2764,2011/12,S08000015, ,18-24 years,Female,Total,d,50, ,329.03, ,40, ,263.23, 
2765,2011/12,S08000015, ,25-39 years,Male,Total,d,360, ,1233.72, ,240, ,822.48, 
2766,2011/12,S08000015, ,25-39 years,Female,Total,d,270, ,844.04, ,160, ,500.17, 
2767,2011/12,S08000015, ,40-64 years,Male,Total,d,670, ,1025.47, ,440, ,673.44, 
2768,2011/12,S08000015, ,40-64 years,Female,Total,d,440, ,620.38, ,290, ,408.89, 
2769,2011/12,S08000015, ,65plus years,Male,Total,d,270, ,860.64, ,200, ,637.51, 
2770,2011/12,S08000015, ,65plus years,Female,Total,d,290, ,715.29, ,220, ,542.63, 
2771,2011/12,S08000016, ,0-17 years,Male,Total,d,20, ,178.46, ,20, ,178.46, 
2772,2011/12,S08000016, ,0-17 years,Female,Total,d,20, ,185.08, ,20, ,185.08, 
2773,2011/12,S08000016, ,18-24 years,Male,Total,d,30, ,790.72, ,20, ,527.15, 
2774,2011/12,S08000016, ,18-24 years,Female,Total,d,20, ,513.74, ,20, ,513.74, 
2775,2011/12,S08000016, ,25-39 years,Male,Total,d,130, ,1614.1, ,80, ,993.3, 
2776,2011/12,S08000016, ,25-39 years,Female,Total,d,60, ,695.89, ,40, ,463.93, 
2777,2011/12,S08000016, ,40-64 years,Male,Total,d,140, ,654.21, ,90, ,420.56, 
2778,2011/12,S08000016, ,40-64 years,Female,Total,d,130, ,587.07, ,70, ,316.11, 
2779,2011/12,S08000016, ,65plus years,Male,Total,d,140, ,1303.54, ,100, ,931.1, 
2780,2011/12,S08000016, ,65plus years,Female,Total,d,150, ,1134.64, ,110, ,832.07, 
2781,2011/12,S08000017, ,0-17 years,Male,Total,d,20, ,134.97, ,10, ,67.49, 
2782,2011/12,S08000017, ,0-17 years,Female,Total,d,20, ,141.95, ,10, ,70.98, 
2783,2011/12,S08000017, ,18-24 years,Male,Total,d,40, ,732.73, ,30, ,549.55, 
2784,2011/12,S08000017, ,18-24 years,Female,Total,d,40, ,744.32, ,20, ,372.16, 
2785,2011/12,S08000017, ,25-39 years,Male,Total,d,130, ,1216.55, ,70, ,655.06, 
2786,2011/12,S08000017, ,25-39 years,Female,Total,d,120, ,1046.94, ,40, ,348.98, 
2787,2011/12,S08000017, ,40-64 years,Male,Total,d,190, ,694.32, ,120, ,438.52, 
2788,2011/12,S08000017, ,40-64 years,Female,Total,d,230, ,797.14, ,120, ,415.9, 
2789,2011/12,S08000017, ,65plus years,Male,Total,d,200, ,1328.82, ,100, ,664.41, 
2790,2011/12,S08000017, ,65plus years,Female,Total,d,220, ,1205.28, ,110, ,602.64, 
2791,2011/12,S08000019, ,0-17 years,Male,Total,d,10, ,32.07, ,10, ,32.07, 
2792,2011/12,S08000019, ,0-17 years,Female,Total,d,20, ,67.15, ,20, ,67.15, 
2793,2011/12,S08000019, ,18-24 years,Male,Total,d,60, ,442.87, ,40, ,295.25, 
2794,2011/12,S08000019, ,18-24 years,Female,Total,d,40, ,293.88, ,30, ,220.41, 
2795,2011/12,S08000019, ,25-39 years,Male,Total,d,160, ,610.71, ,120, ,458.03, 
2796,2011/12,S08000019, ,25-39 years,Female,Total,d,160, ,570.25, ,110, ,392.05, 
2797,2011/12,S08000019, ,40-64 years,Male,Total,d,310, ,594.02, ,200, ,383.24, 
2798,2011/12,S08000019, ,40-64 years,Female,Total,d,230, ,425.41, ,160, ,295.93, 
2799,2011/12,S08000019, ,65plus years,Male,Total,d,190, ,878.53, ,140, ,647.34, 
2800,2011/12,S08000019, ,65plus years,Female,Total,d,200, ,718.91, ,160, ,575.13, 
2801,2011/12,S08000020, ,0-17 years,Male,Total,d,30, ,52.86, ,20, ,35.24, 
2802,2011/12,S08000020, ,0-17 years,Female,Total,d,30, ,56.19, ,20, ,37.46, 
2803,2011/12,S08000020, ,18-24 years,Male,Total,d,130, ,452.85, ,90, ,313.51, 
2804,2011/12,S08000020, ,18-24 years,Female,Total,d,100, ,355.96, ,60, ,213.58, 
2805,2011/12,S08000020, ,25-39 years,Male,Total,d,410, ,708.77, ,220, ,380.31, 
2806,2011/12,S08000020, ,25-39 years,Female,Total,d,300, ,530.78, ,190, ,336.16, 
2807,2011/12,S08000020, ,40-64 years,Male,Total,d,760, ,771.99, ,420, ,426.63, 
2808,2011/12,S08000020, ,40-64 years,Female,Total,d,540, ,545.05, ,330, ,333.08, 
2809,2011/12,S08000020, ,65plus years,Male,Total,d,420, ,1049.58, ,260, ,649.74, 
2810,2011/12,S08000020, ,65plus years,Female,Total,d,530, ,1044.66, ,360, ,709.58, 
2811,2011/12,S08000022, ,0-17 years,Male,Total,d,20, ,60.97, ,20, ,60.97, 
2812,2011/12,S08000022, ,0-17 years,Female,Total,d,30, ,97.11, ,20, ,64.74, 
2813,2011/12,S08000022, ,18-24 years,Male,Total,d,70, ,565.38, ,60, ,484.61, 
2814,2011/12,S08000022, ,18-24 years,Female,Total,d,60, ,562.59, ,40, ,375.06, 
2815,2011/12,S08000022, ,25-39 years,Male,Total,d,290, ,1126.78, ,190, ,738.24, 
2816,2011/12,S08000022, ,25-39 years,Female,Total,d,180, ,677.99, ,130, ,489.66, 
2817,2011/12,S08000022, ,40-64 years,Male,Total,d,570, ,972.96, ,380, ,648.64, 
2818,2011/12,S08000022, ,40-64 years,Female,Total,d,390, ,637.93, ,280, ,458, 
2819,2011/12,S08000022, ,65plus years,Male,Total,d,360, ,1281.09, ,240, ,854.06, 
2820,2011/12,S08000022, ,65plus years,Female,Total,d,330, ,948, ,240, ,689.46, 
2821,2011/12,S08000024, ,0-17 years,Male,Total,d,50, ,60.8, ,40, ,48.64, 
2822,2011/12,S08000024, ,0-17 years,Female,Total,d,70, ,89.35, ,60, ,76.58, 
2823,2011/12,S08000024, ,18-24 years,Male,Total,d,170, ,380.7, ,130, ,291.12, 
2824,2011/12,S08000024, ,18-24 years,Female,Total,d,110, ,235.76, ,80, ,171.46, 
2825,2011/12,S08000024, ,25-39 years,Male,Total,d,560, ,615.95, ,400, ,439.97, 
2826,2011/12,S08000024, ,25-39 years,Female,Total,d,440, ,473.69, ,300, ,322.97, 
2827,2011/12,S08000024, ,40-64 years,Male,Total,d,1000, ,735.92, ,690, ,507.79, 
2828,2011/12,S08000024, ,40-64 years,Female,Total,d,720, ,514.04, ,480, ,342.69, 
2829,2011/12,S08000024, ,65plus years,Male,Total,d,920, ,1719.75, ,560, ,1046.81, 
2830,2011/12,S08000024, ,65plus years,Female,Total,d,1390, ,1945.01, ,830, ,1161.41, 
2831,2011/12,S08000025, ,0-17 years,Male,Total,d,0, ,0, ,0, ,0, 
2832,2011/12,S08000025, ,0-17 years,Female,Total,d,0, ,0, ,0, ,0, 
2833,2011/12,S08000025, ,18-24 years,Male,Total,d,10, ,1189.06, ,0, ,0, 
2834,2011/12,S08000025, ,18-24 years,Female,Total,d,0, ,0, ,0, ,0, 
2835,2011/12,S08000025, ,25-39 years,Male,Total,d,10, ,615.38, ,10, ,615.38, 
2836,2011/12,S08000025, ,25-39 years,Female,Total,d,0, ,0, ,0, ,0, 
2837,2011/12,S08000025, ,40-64 years,Male,Total,d,20, ,494.68, ,10, ,247.34, 
2838,2011/12,S08000025, ,40-64 years,Female,Total,d,20, ,501.5, ,10, ,250.75, 
2839,2011/12,S08000025, ,65plus years,Male,Total,d,10, ,507.87, ,10, ,507.87, 
2840,2011/12,S08000025, ,65plus years,Female,Total,d,10, ,434.78, ,10, ,434.78, 
2841,2011/12,S08000026, ,0-17 years,Male,Total,d,0, ,0, ,0, ,0, 
2842,2011/12,S08000026, ,0-17 years,Female,Total,d,0, ,0, ,0, ,0, 
2843,2011/12,S08000026, ,18-24 years,Male,Total,d,0, ,0, ,0, ,0, 
2844,2011/12,S08000026, ,18-24 years,Female,Total,d,10, ,1145.48, ,10, ,1145.48, 
2845,2011/12,S08000026, ,25-39 years,Male,Total,d,10, ,463.61, ,0, ,0, 
2846,2011/12,S08000026, ,25-39 years,Female,Total,d,10, ,488.28, ,0, ,0, 
2847,2011/12,S08000026, ,40-64 years,Male,Total,d,40, ,936.55, ,20, ,468.27, 
2848,2011/12,S08000026, ,40-64 years,Female,Total,d,20, ,497.39, ,10, ,248.69, 
2849,2011/12,S08000026, ,65plus years,Male,Total,d,10, ,579.71, ,10, ,579.71, 
2850,2011/12,S08000026, ,65plus years,Female,Total,d,10, ,482.86, ,10, ,482.86, 
2851,2011/12,S08000028, ,0-17 years,Male,Total,d,0, ,0, ,0, ,0, 
2852,2011/12,S08000028, ,0-17 years,Female,Total,d,0, ,0, ,0, ,0, 
2853,2011/12,S08000028, ,18-24 years,Male,Total,d,0, ,0, ,0, ,0, 
2854,2011/12,S08000028, ,18-24 years,Female,Total,d,10, ,1240.69, ,0, ,0, 
2855,2011/12,S08000028, ,25-39 years,Male,Total,d,10, ,473.71, ,10, ,473.71, 
2856,2011/12,S08000028, ,25-39 years,Female,Total,d,10, ,470.15, ,10, ,470.15, 
2857,2011/12,S08000028, ,40-64 years,Male,Total,d,50, ,950.39, ,30, ,570.23, 
2858,2011/12,S08000028, ,40-64 years,Female,Total,d,20, ,395.18, ,20, ,395.18, 
2859,2011/12,S08000028, ,65plus years,Male,Total,d,30, ,1152.07, ,20, ,768.05, 
2860,2011/12,S08000028, ,65plus years,Female,Total,d,30, ,877.96, ,20, ,585.31, 
2861,2011/12,S08000029, ,0-17 years,Male,Total,d,20, ,53.35, ,20, ,53.35, 
2862,2011/12,S08000029, ,0-17 years,Female,Total,d,10, ,27.94, ,10, ,27.94, 
2863,2011/12,S08000029, ,18-24 years,Male,Total,d,60, ,368.37, ,50, ,306.97, 
2864,2011/12,S08000029, ,18-24 years,Female,Total,d,80, ,466.12, ,50, ,291.32, 
2865,2011/12,S08000029, ,25-39 years,Male,Total,d,330, ,1050.32, ,200, ,636.56, 
2866,2011/12,S08000029, ,25-39 years,Female,Total,d,200, ,607.35, ,130, ,394.78, 
2867,2011/12,S08000029, ,40-64 years,Male,Total,d,430, ,678.92, ,260, ,410.51, 
2868,2011/12,S08000029, ,40-64 years,Female,Total,d,390, ,588.34, ,250, ,377.14, 
2869,2011/12,S08000029, ,65plus years,Male,Total,d,340, ,1195.29, ,220, ,773.42, 
