_id,FinancialYear,HBR,HBRQF,AgeGroup,Sex,Dataset,DatasetQF,DischargeCount,DischargeCountQF,DischargeRates,DischargeRatesQF,PatientsCount,PatientCountQF,PatientsRates,PatientRatesQF
2870,2011/12,S08000029, ,65plus years,Female,Total,d,490, ,1355.39, ,290, ,802.17, 
2871,2011/12,S08000030, ,0-17 years,Male,Total,d,10, ,24.84, ,10, ,24.84, 
2872,2011/12,S08000030, ,0-17 years,Female,Total,d,30, ,77.97, ,30, ,77.97, 
2873,2011/12,S08000030, ,18-24 years,Male,Total,d,100, ,489.19, ,70, ,342.43, 
2874,2011/12,S08000030, ,18-24 years,Female,Total,d,70, ,344.25, ,50, ,245.89, 
2875,2011/12,S08000030, ,25-39 years,Male,Total,d,300, ,854.75, ,220, ,626.82, 
2876,2011/12,S08000030, ,25-39 years,Female,Total,d,240, ,658.96, ,160, ,439.31, 
2877,2011/12,S08000030, ,40-64 years,Male,Total,d,530, ,766.94, ,350, ,506.47, 
2878,2011/12,S08000030, ,40-64 years,Female,Total,d,420, ,580.25, ,280, ,386.83, 
2879,2011/12,S08000030, ,65plus years,Male,Total,d,330, ,978.07, ,240, ,711.32, 
2880,2011/12,S08000030, ,65plus years,Female,Total,d,510, ,1159.33, ,380, ,863.81, 
2881,2011/12,S08000031, ,0-17 years,Male,Total,d,80, ,71.36, ,60, ,53.52, 
2882,2011/12,S08000031, ,0-17 years,Female,Total,d,40, ,37.43, ,30, ,28.07, 
2883,2011/12,S08000031, ,18-24 years,Male,Total,d,280, ,460.94, ,190, ,312.78, 
2884,2011/12,S08000031, ,18-24 years,Female,Total,d,180, ,288.72, ,140, ,224.56, 
2885,2011/12,S08000031, ,25-39 years,Male,Total,d,1370, ,1203.89, ,790, ,694.21, 
2886,2011/12,S08000031, ,25-39 years,Female,Total,d,800, ,683.43, ,510, ,435.69, 
2887,2011/12,S08000031, ,40-64 years,Male,Total,d,2650, ,1432.68, ,1520, ,821.76, 
2888,2011/12,S08000031, ,40-64 years,Female,Total,d,1410, ,709.17, ,900, ,452.66, 
2889,2011/12,S08000031, ,65plus years,Male,Total,d,1030, ,1391.03, ,680, ,918.35, 
2890,2011/12,S08000031, ,65plus years,Female,Total,d,1320, ,1261.36, ,870, ,831.35, 
2891,2011/12,S08000032, ,0-17 years,Male,Total,d,40, ,57.5, ,30, ,43.13, 
2892,2011/12,S08000032, ,0-17 years,Female,Total,d,70, ,104.94, ,50, ,74.96, 
2893,2011/12,S08000032, ,18-24 years,Male,Total,d,140, ,502.78, ,100, ,359.13, 
2894,2011/12,S08000032, ,18-24 years,Female,Total,d,110, ,402.08, ,80, ,292.42, 
2895,2011/12,S08000032, ,25-39 years,Male,Total,d,590, ,988.64, ,400, ,670.26, 
2896,2011/12,S08000032, ,25-39 years,Female,Total,d,460, ,726.18, ,290, ,457.81, 
2897,2011/12,S08000032, ,40-64 years,Male,Total,d,1100, ,973.64, ,680, ,601.89, 
2898,2011/12,S08000032, ,40-64 years,Female,Total,d,690, ,574.32, ,490, ,407.85, 
2899,2011/12,S08000032, ,65plus years,Male,Total,d,540, ,1223.77, ,330, ,747.86, 
2900,2011/12,S08000032, ,65plus years,Female,Total,d,800, ,1335.98, ,450, ,751.49, 
2901,2011/12,RA2702, ,0-17 years,Male,Total,d,0, , ,:,0, , ,:
2902,2011/12,RA2702, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
2903,2011/12,RA2702, ,18-24 years,Male,Total,d,10, , ,:,10, , ,:
2904,2011/12,RA2702, ,18-24 years,Female,Total,d,10, , ,:,10, , ,:
2905,2011/12,RA2702, ,25-39 years,Male,Total,d,40, , ,:,30, , ,:
2906,2011/12,RA2702, ,25-39 years,Female,Total,d,30, , ,:,20, , ,:
2907,2011/12,RA2702, ,40-64 years,Male,Total,d,60, , ,:,40, , ,:
2908,2011/12,RA2702, ,40-64 years,Female,Total,d,40, , ,:,30, , ,:
2909,2011/12,RA2702, ,65plus years,Male,Total,d,0, , ,:,0, , ,:
2910,2011/12,RA2702, ,65plus years,Female,Total,d,20, , ,:,10, , ,:
2911,2011/12,RA2701, ,0-17 years,Male,Total,d,0, , ,:,0, , ,:
2912,2011/12,RA2701, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
2913,2011/12,RA2701, ,18-24 years,Male,Total,d,40, , ,:,30, , ,:
2914,2011/12,RA2701, ,18-24 years,Female,Total,d,10, , ,:,10, , ,:
2915,2011/12,RA2701, ,25-39 years,Male,Total,d,150, , ,:,100, , ,:
2916,2011/12,RA2701, ,25-39 years,Female,Total,d,40, , ,:,30, , ,:
2917,2011/12,RA2701, ,40-64 years,Male,Total,d,150, , ,:,100, , ,:
2918,2011/12,RA2701, ,40-64 years,Female,Total,d,20, , ,:,20, , ,:
2919,2011/12,RA2701, ,65plus years,Male,Total,d,0, , ,:,0, , ,:
2920,2011/12,RA2701, ,65plus years,Female,Total,d,0, , ,:,0, , ,:
2921,2011/12,RA2704, ,0-17 years,Male,Total,d,0, , ,:,0, , ,:
2922,2011/12,RA2704, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
2923,2011/12,RA2704, ,18-24 years,Male,Total,d,10, , ,:,10, , ,:
2924,2011/12,RA2704, ,18-24 years,Female,Total,d,0, , ,:,0, , ,:
2925,2011/12,RA2704, ,25-39 years,Male,Total,d,20, , ,:,20, , ,:
2926,2011/12,RA2704, ,25-39 years,Female,Total,d,0, , ,:,0, , ,:
2927,2011/12,RA2704, ,40-64 years,Male,Total,d,20, , ,:,20, , ,:
2928,2011/12,RA2704, ,40-64 years,Female,Total,d,0, , ,:,0, , ,:
2929,2011/12,RA2704, ,65plus years,Male,Total,d,0, , ,:,0, , ,:
2930,2011/12,RA2704, ,65plus years,Female,Total,d,0, , ,:,0, , ,:
2931,2011/12,RA2703, ,0-17 years,Male,Total,d,0, , ,:,0, , ,:
2932,2011/12,RA2703, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
2933,2011/12,RA2703, ,18-24 years,Male,Total,d,0, , ,:,0, , ,:
2934,2011/12,RA2703, ,18-24 years,Female,Total,d,0, , ,:,0, , ,:
2935,2011/12,RA2703, ,25-39 years,Male,Total,d,0, , ,:,0, , ,:
2936,2011/12,RA2703, ,25-39 years,Female,Total,d,0, , ,:,0, , ,:
2937,2011/12,RA2703, ,40-64 years,Male,Total,d,10, , ,:,10, , ,:
2938,2011/12,RA2703, ,40-64 years,Female,Total,d,0, , ,:,0, , ,:
2939,2011/12,RA2703, ,65plus years,Male,Total,d,0, , ,:,0, , ,:
2940,2011/12,RA2703, ,65plus years,Female,Total,d,0, , ,:,0, , ,:
2941,2012/13,S08000015, ,0-17 years,Male,Total,d,20, ,53.6, ,20, ,53.6, 
2942,2012/13,S08000015, ,0-17 years,Female,Total,d,40, ,111.66, ,20, ,55.83, 
2943,2012/13,S08000015, ,18-24 years,Male,Total,d,70, ,454.49, ,50, ,324.63, 
2944,2012/13,S08000015, ,18-24 years,Female,Total,d,60, ,396.12, ,40, ,264.08, 
2945,2012/13,S08000015, ,25-39 years,Male,Total,d,270, ,940.5, ,170, ,592.17, 
2946,2012/13,S08000015, ,25-39 years,Female,Total,d,250, ,796.97, ,150, ,478.18, 
2947,2012/13,S08000015, ,40-64 years,Male,Total,d,580, ,899.14, ,380, ,589.09, 
2948,2012/13,S08000015, ,40-64 years,Female,Total,d,460, ,653.68, ,270, ,383.68, 
2949,2012/13,S08000015, ,65plus years,Male,Total,d,250, ,763.45, ,190, ,580.22, 
2950,2012/13,S08000015, ,65plus years,Female,Total,d,310, ,740.97, ,230, ,549.75, 
2951,2012/13,S08000016, ,0-17 years,Male,Total,d,30, ,270.12, ,20, ,180.08, 
2952,2012/13,S08000016, ,0-17 years,Female,Total,d,20, ,186.51, ,10, ,93.26, 
2953,2012/13,S08000016, ,18-24 years,Male,Total,d,30, ,775.8, ,20, ,517.2, 
2954,2012/13,S08000016, ,18-24 years,Female,Total,d,30, ,787.82, ,20, ,525.21, 
2955,2012/13,S08000016, ,25-39 years,Male,Total,d,110, ,1421.01, ,60, ,775.09, 
2956,2012/13,S08000016, ,25-39 years,Female,Total,d,60, ,715.22, ,40, ,476.81, 
2957,2012/13,S08000016, ,40-64 years,Male,Total,d,150, ,707.85, ,90, ,424.71, 
2958,2012/13,S08000016, ,40-64 years,Female,Total,d,120, ,546.5, ,70, ,318.79, 
2959,2012/13,S08000016, ,65plus years,Male,Total,d,130, ,1152.69, ,90, ,798.01, 
2960,2012/13,S08000016, ,65plus years,Female,Total,d,150, ,1098.18, ,100, ,732.12, 
2961,2012/13,S08000017, ,0-17 years,Male,Total,d,20, ,137.24, ,20, ,137.24, 
2962,2012/13,S08000017, ,0-17 years,Female,Total,d,20, ,145.35, ,10, ,72.67, 
2963,2012/13,S08000017, ,18-24 years,Male,Total,d,40, ,723.85, ,20, ,361.93, 
2964,2012/13,S08000017, ,18-24 years,Female,Total,d,20, ,370.03, ,20, ,370.03, 
2965,2012/13,S08000017, ,25-39 years,Male,Total,d,110, ,1048.32, ,60, ,571.81, 
2966,2012/13,S08000017, ,25-39 years,Female,Total,d,80, ,708.72, ,40, ,354.36, 
2967,2012/13,S08000017, ,40-64 years,Male,Total,d,210, ,777.86, ,110, ,407.45, 
2968,2012/13,S08000017, ,40-64 years,Female,Total,d,200, ,702.91, ,110, ,386.6, 
2969,2012/13,S08000017, ,65plus years,Male,Total,d,150, ,960.12, ,90, ,576.07, 
2970,2012/13,S08000017, ,65plus years,Female,Total,d,250, ,1335.33, ,120, ,640.96, 
2971,2012/13,S08000019, ,0-17 years,Male,Total,d,10, ,32.08, ,10, ,32.08, 
2972,2012/13,S08000019, ,0-17 years,Female,Total,d,30, ,100.93, ,20, ,67.29, 
2973,2012/13,S08000019, ,18-24 years,Male,Total,d,70, ,511.77, ,40, ,292.44, 
2974,2012/13,S08000019, ,18-24 years,Female,Total,d,40, ,293.69, ,30, ,220.26, 
2975,2012/13,S08000019, ,25-39 years,Male,Total,d,170, ,659.76, ,130, ,504.52, 
2976,2012/13,S08000019, ,25-39 years,Female,Total,d,150, ,546.81, ,100, ,364.54, 
2977,2012/13,S08000019, ,40-64 years,Male,Total,d,360, ,691.12, ,240, ,460.75, 
2978,2012/13,S08000019, ,40-64 years,Female,Total,d,190, ,350.81, ,150, ,276.96, 
2979,2012/13,S08000019, ,65plus years,Male,Total,d,250, ,1103.41, ,160, ,706.18, 
2980,2012/13,S08000019, ,65plus years,Female,Total,d,240, ,833.48, ,180, ,625.11, 
2981,2012/13,S08000020, ,0-17 years,Male,Total,d,30, ,52.83, ,20, ,35.22, 
2982,2012/13,S08000020, ,0-17 years,Female,Total,d,60, ,112.14, ,50, ,93.45, 
2983,2012/13,S08000020, ,18-24 years,Male,Total,d,140, ,487.6, ,90, ,313.46, 
2984,2012/13,S08000020, ,18-24 years,Female,Total,d,80, ,282.96, ,60, ,212.22, 
2985,2012/13,S08000020, ,25-39 years,Male,Total,d,410, ,702.72, ,240, ,411.35, 
2986,2012/13,S08000020, ,25-39 years,Female,Total,d,280, ,491.75, ,190, ,333.69, 
2987,2012/13,S08000020, ,40-64 years,Male,Total,d,630, ,642.54, ,390, ,397.76, 
2988,2012/13,S08000020, ,40-64 years,Female,Total,d,540, ,546.74, ,320, ,323.99, 
2989,2012/13,S08000020, ,65plus years,Male,Total,d,470, ,1126.02, ,300, ,718.74, 
2990,2012/13,S08000020, ,65plus years,Female,Total,d,610, ,1166.62, ,400, ,764.99, 
2991,2012/13,S08000022, ,0-17 years,Male,Total,d,20, ,61.81, ,20, ,61.81, 
2992,2012/13,S08000022, ,0-17 years,Female,Total,d,40, ,131.74, ,30, ,98.81, 
2993,2012/13,S08000022, ,18-24 years,Male,Total,d,80, ,667.17, ,70, ,583.77, 
2994,2012/13,S08000022, ,18-24 years,Female,Total,d,60, ,561.38, ,40, ,374.25, 
2995,2012/13,S08000022, ,25-39 years,Male,Total,d,240, ,962.16, ,160, ,641.44, 
2996,2012/13,S08000022, ,25-39 years,Female,Total,d,180, ,692.57, ,130, ,500.19, 
2997,2012/13,S08000022, ,40-64 years,Male,Total,d,530, ,920.12, ,340, ,590.27, 
2998,2012/13,S08000022, ,40-64 years,Female,Total,d,370, ,610.12, ,250, ,412.24, 
2999,2012/13,S08000022, ,65plus years,Male,Total,d,320, ,1091.29, ,210, ,716.16, 
3000,2012/13,S08000022, ,65plus years,Female,Total,d,340, ,947.08, ,240, ,668.52, 
3001,2012/13,S08000024, ,0-17 years,Male,Total,d,60, ,72.57, ,30, ,36.28, 
3002,2012/13,S08000024, ,0-17 years,Female,Total,d,60, ,76.16, ,50, ,63.47, 
3003,2012/13,S08000024, ,18-24 years,Male,Total,d,150, ,337.95, ,100, ,225.3, 
3004,2012/13,S08000024, ,18-24 years,Female,Total,d,150, ,321.32, ,110, ,235.63, 
3005,2012/13,S08000024, ,25-39 years,Male,Total,d,620, ,678.83, ,440, ,481.75, 
3006,2012/13,S08000024, ,25-39 years,Female,Total,d,410, ,436.5, ,310, ,330.03, 
3007,2012/13,S08000024, ,40-64 years,Male,Total,d,990, ,727.37, ,700, ,514.31, 
3008,2012/13,S08000024, ,40-64 years,Female,Total,d,770, ,548.2, ,510, ,363.1, 
3009,2012/13,S08000024, ,65plus years,Male,Total,d,940, ,1683.32, ,570, ,1020.74, 
3010,2012/13,S08000024, ,65plus years,Female,Total,d,1440, ,1958.22, ,840, ,1142.3, 
3011,2012/13,S08000025, ,0-17 years,Male,Total,d,0, ,0, ,0, ,0, 
3012,2012/13,S08000025, ,0-17 years,Female,Total,d,0, ,0, ,0, ,0, 
3013,2012/13,S08000025, ,18-24 years,Male,Total,d,0, ,0, ,0, ,0, 
3014,2012/13,S08000025, ,18-24 years,Female,Total,d,0, ,0, ,0, ,0, 
3015,2012/13,S08000025, ,25-39 years,Male,Total,d,10, ,612.37, ,10, ,612.37, 
3016,2012/13,S08000025, ,25-39 years,Female,Total,d,0, ,0, ,0, ,0, 
3017,2012/13,S08000025, ,40-64 years,Male,Total,d,30, ,747.38, ,20, ,498.26, 
3018,2012/13,S08000025, ,40-64 years,Female,Total,d,10, ,253.36, ,0, ,0, 
3019,2012/13,S08000025, ,65plus years,Male,Total,d,10, ,479.62, ,10, ,479.62, 
3020,2012/13,S08000025, ,65plus years,Female,Total,d,20, ,845.67, ,10, ,422.83, 
3021,2012/13,S08000026, ,0-17 years,Male,Total,d,0, ,0, ,0, ,0, 
3022,2012/13,S08000026, ,0-17 years,Female,Total,d,0, ,0, ,0, ,0, 
3023,2012/13,S08000026, ,18-24 years,Male,Total,d,10, ,1046.03, ,10, ,1046.03, 
3024,2012/13,S08000026, ,18-24 years,Female,Total,d,10, ,1196.17, ,10, ,1196.17, 
3025,2012/13,S08000026, ,25-39 years,Male,Total,d,20, ,941.18, ,10, ,470.59, 
3026,2012/13,S08000026, ,25-39 years,Female,Total,d,10, ,494.07, ,0, ,0, 
3027,2012/13,S08000026, ,40-64 years,Male,Total,d,30, ,710.4, ,20, ,473.6, 
3028,2012/13,S08000026, ,40-64 years,Female,Total,d,20, ,494.93, ,10, ,247.46, 
3029,2012/13,S08000026, ,65plus years,Male,Total,d,10, ,537.35, ,10, ,537.35, 
3030,2012/13,S08000026, ,65plus years,Female,Total,d,10, ,470.81, ,10, ,470.81, 
3031,2012/13,S08000028, ,0-17 years,Male,Total,d,0, ,0, ,0, ,0, 
3032,2012/13,S08000028, ,0-17 years,Female,Total,d,0, ,0, ,0, ,0, 
3033,2012/13,S08000028, ,18-24 years,Male,Total,d,0, ,0, ,0, ,0, 
3034,2012/13,S08000028, ,18-24 years,Female,Total,d,0, ,0, ,0, ,0, 
3035,2012/13,S08000028, ,25-39 years,Male,Total,d,10, ,485.44, ,10, ,485.44, 
3036,2012/13,S08000028, ,25-39 years,Female,Total,d,10, ,476.87, ,10, ,476.87, 
3037,2012/13,S08000028, ,40-64 years,Male,Total,d,60, ,1152.07, ,40, ,768.05, 
3038,2012/13,S08000028, ,40-64 years,Female,Total,d,40, ,798.4, ,20, ,399.2, 
3039,2012/13,S08000028, ,65plus years,Male,Total,d,20, ,738.01, ,20, ,738.01, 
3040,2012/13,S08000028, ,65plus years,Female,Total,d,10, ,288.52, ,10, ,288.52, 
3041,2012/13,S08000029, ,0-17 years,Male,Total,d,10, ,26.73, ,10, ,26.73, 
3042,2012/13,S08000029, ,0-17 years,Female,Total,d,30, ,84.19, ,30, ,84.19, 
3043,2012/13,S08000029, ,18-24 years,Male,Total,d,110, ,662.57, ,70, ,421.64, 
3044,2012/13,S08000029, ,18-24 years,Female,Total,d,90, ,522.04, ,50, ,290.02, 
3045,2012/13,S08000029, ,25-39 years,Male,Total,d,320, ,1036.4, ,200, ,647.75, 
3046,2012/13,S08000029, ,25-39 years,Female,Total,d,220, ,676.22, ,130, ,399.58, 
3047,2012/13,S08000029, ,40-64 years,Male,Total,d,420, ,669.47, ,260, ,414.44, 
3048,2012/13,S08000029, ,40-64 years,Female,Total,d,390, ,590.71, ,250, ,378.66, 
3049,2012/13,S08000029, ,65plus years,Male,Total,d,370, ,1240.69, ,220, ,737.71, 
3050,2012/13,S08000029, ,65plus years,Female,Total,d,500, ,1339.37, ,310, ,830.41, 
3051,2012/13,S08000030, ,0-17 years,Male,Total,d,20, ,50.06, ,10, ,25.03, 
3052,2012/13,S08000030, ,0-17 years,Female,Total,d,40, ,104.36, ,30, ,78.27, 
3053,2012/13,S08000030, ,18-24 years,Male,Total,d,90, ,433.03, ,60, ,288.68, 
3054,2012/13,S08000030, ,18-24 years,Female,Total,d,90, ,443.07, ,50, ,246.15, 
3055,2012/13,S08000030, ,25-39 years,Male,Total,d,300, ,849.5, ,200, ,566.33, 
3056,2012/13,S08000030, ,25-39 years,Female,Total,d,240, ,658.6, ,160, ,439.07, 
3057,2012/13,S08000030, ,40-64 years,Male,Total,d,510, ,745.34, ,340, ,496.89, 
3058,2012/13,S08000030, ,40-64 years,Female,Total,d,420, ,584.84, ,270, ,375.97, 
3059,2012/13,S08000030, ,65plus years,Male,Total,d,370, ,1053.53, ,270, ,768.79, 
3060,2012/13,S08000030, ,65plus years,Female,Total,d,490, ,1083.02, ,370, ,817.79, 
3061,2012/13,S08000031, ,0-17 years,Male,Total,d,70, ,62.69, ,50, ,44.78, 
3062,2012/13,S08000031, ,0-17 years,Female,Total,d,70, ,65.71, ,60, ,56.32, 
3063,2012/13,S08000031, ,18-24 years,Male,Total,d,240, ,396.53, ,190, ,313.92, 
3064,2012/13,S08000031, ,18-24 years,Female,Total,d,200, ,323.15, ,130, ,210.05, 
3065,2012/13,S08000031, ,25-39 years,Male,Total,d,1180, ,1031.24, ,740, ,646.71, 
3066,2012/13,S08000031, ,25-39 years,Female,Total,d,730, ,622.59, ,450, ,383.79, 
3067,2012/13,S08000031, ,40-64 years,Male,Total,d,2560, ,1389.86, ,1500, ,814.37, 
3068,2012/13,S08000031, ,40-64 years,Female,Total,d,1420, ,715.35, ,900, ,453.39, 
3069,2012/13,S08000031, ,65plus years,Male,Total,d,1080, ,1417.43, ,690, ,905.58, 
3070,2012/13,S08000031, ,65plus years,Female,Total,d,1260, ,1186.98, ,860, ,810.16, 
3071,2012/13,S08000032, ,0-17 years,Male,Total,d,40, ,57.75, ,30, ,43.31, 
3072,2012/13,S08000032, ,0-17 years,Female,Total,d,60, ,90.4, ,50, ,75.34, 
3073,2012/13,S08000032, ,18-24 years,Male,Total,d,130, ,462.62, ,90, ,320.27, 
3074,2012/13,S08000032, ,18-24 years,Female,Total,d,110, ,404, ,60, ,220.36, 
3075,2012/13,S08000032, ,25-39 years,Male,Total,d,610, ,1041.33, ,400, ,682.84, 
3076,2012/13,S08000032, ,25-39 years,Female,Total,d,410, ,656.25, ,280, ,448.17, 
3077,2012/13,S08000032, ,40-64 years,Male,Total,d,1090, ,967.68, ,710, ,630.32, 
3078,2012/13,S08000032, ,40-64 years,Female,Total,d,710, ,590.51, ,490, ,407.54, 
3079,2012/13,S08000032, ,65plus years,Male,Total,d,620, ,1348.74, ,360, ,783.14, 
3080,2012/13,S08000032, ,65plus years,Female,Total,d,860, ,1401.75, ,470, ,766.07, 
3081,2012/13,RA2702, ,0-17 years,Male,Total,d,0, , ,:,0, , ,:
3082,2012/13,RA2702, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
3083,2012/13,RA2702, ,18-24 years,Male,Total,d,10, , ,:,10, , ,:
3084,2012/13,RA2702, ,18-24 years,Female,Total,d,0, , ,:,0, , ,:
3085,2012/13,RA2702, ,25-39 years,Male,Total,d,30, , ,:,20, , ,:
3086,2012/13,RA2702, ,25-39 years,Female,Total,d,20, , ,:,20, , ,:
3087,2012/13,RA2702, ,40-64 years,Male,Total,d,60, , ,:,50, , ,:
3088,2012/13,RA2702, ,40-64 years,Female,Total,d,30, , ,:,20, , ,:
3089,2012/13,RA2702, ,65plus years,Male,Total,d,10, , ,:,10, , ,:
3090,2012/13,RA2702, ,65plus years,Female,Total,d,20, , ,:,20, , ,:
3091,2012/13,RA2701, ,0-17 years,Male,Total,d,0, , ,:,0, , ,:
3092,2012/13,RA2701, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
3093,2012/13,RA2701, ,18-24 years,Male,Total,d,40, , ,:,30, , ,:
3094,2012/13,RA2701, ,18-24 years,Female,Total,d,20, , ,:,10, , ,:
3095,2012/13,RA2701, ,25-39 years,Male,Total,d,90, , ,:,80, , ,:
3096,2012/13,RA2701, ,25-39 years,Female,Total,d,20, , ,:,20, , ,:
3097,2012/13,RA2701, ,40-64 years,Male,Total,d,130, , ,:,90, , ,:
3098,2012/13,RA2701, ,40-64 years,Female,Total,d,20, , ,:,20, , ,:
3099,2012/13,RA2701, ,65plus years,Male,Total,d,10, , ,:,10, , ,:
3100,2012/13,RA2701, ,65plus years,Female,Total,d,0, , ,:,0, , ,:
3101,2012/13,RA2704, ,0-17 years,Male,Total,d,0, , ,:,0, , ,:
3102,2012/13,RA2704, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
3103,2012/13,RA2704, ,18-24 years,Male,Total,d,0, , ,:,0, , ,:
3104,2012/13,RA2704, ,18-24 years,Female,Total,d,0, , ,:,0, , ,:
3105,2012/13,RA2704, ,25-39 years,Male,Total,d,20, , ,:,20, , ,:
3106,2012/13,RA2704, ,25-39 years,Female,Total,d,0, , ,:,0, , ,:
3107,2012/13,RA2704, ,40-64 years,Male,Total,d,30, , ,:,20, , ,:
3108,2012/13,RA2704, ,40-64 years,Female,Total,d,10, , ,:,10, , ,:
3109,2012/13,RA2704, ,65plus years,Male,Total,d,10, , ,:,10, , ,:
3110,2012/13,RA2704, ,65plus years,Female,Total,d,0, , ,:,0, , ,:
3111,2012/13,RA2703, ,0-17 years,Male,Total,d,0, , ,:,0, , ,:
3112,2012/13,RA2703, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
3113,2012/13,RA2703, ,18-24 years,Male,Total,d,0, , ,:,0, , ,:
3114,2012/13,RA2703, ,18-24 years,Female,Total,d,0, , ,:,0, , ,:
3115,2012/13,RA2703, ,25-39 years,Male,Total,d,10, , ,:,0, , ,:
3116,2012/13,RA2703, ,25-39 years,Female,Total,d,0, , ,:,0, , ,:
3117,2012/13,RA2703, ,40-64 years,Male,Total,d,10, , ,:,10, , ,:
3118,2012/13,RA2703, ,40-64 years,Female,Total,d,0, , ,:,0, , ,:
3119,2012/13,RA2703, ,65plus years,Male,Total,d,0, , ,:,0, , ,:
3120,2012/13,RA2703, ,65plus years,Female,Total,d,0, , ,:,0, , ,:
3121,2013/14,S08000015, ,0-17 years,Male,Total,d,20, ,54.44, ,20, ,54.44, 
3122,2013/14,S08000015, ,0-17 years,Female,Total,d,40, ,112.99, ,30, ,84.75, 
3123,2013/14,S08000015, ,18-24 years,Male,Total,d,80, ,518.54, ,50, ,324.09, 
3124,2013/14,S08000015, ,18-24 years,Female,Total,d,40, ,267.77, ,30, ,200.83, 
3125,2013/14,S08000015, ,25-39 years,Male,Total,d,320, ,1132.02, ,200, ,707.51, 
3126,2013/14,S08000015, ,25-39 years,Female,Total,d,220, ,706.78, ,130, ,417.64, 
3127,2013/14,S08000015, ,40-64 years,Male,Total,d,630, ,984.39, ,400, ,625.01, 
3128,2013/14,S08000015, ,40-64 years,Female,Total,d,390, ,557.96, ,270, ,386.28, 
3129,2013/14,S08000015, ,65plus years,Male,Total,d,290, ,857.73, ,210, ,621.12, 
3130,2013/14,S08000015, ,65plus years,Female,Total,d,300, ,703.63, ,220, ,516, 
3131,2013/14,S08000016, ,0-17 years,Male,Total,d,20, ,180.93, ,10, ,90.46, 
3132,2013/14,S08000016, ,0-17 years,Female,Total,d,20, ,187.37, ,20, ,187.37, 
3133,2013/14,S08000016, ,18-24 years,Male,Total,d,30, ,774.99, ,20, ,516.66, 
3134,2013/14,S08000016, ,18-24 years,Female,Total,d,10, ,259.74, ,10, ,259.74, 
3135,2013/14,S08000016, ,25-39 years,Male,Total,d,120, ,1562.7, ,60, ,781.35, 
3136,2013/14,S08000016, ,25-39 years,Female,Total,d,50, ,608.35, ,30, ,365.01, 
3137,2013/14,S08000016, ,40-64 years,Male,Total,d,120, ,572.25, ,70, ,333.81, 
3138,2013/14,S08000016, ,40-64 years,Female,Total,d,120, ,549.2, ,80, ,366.13, 
3139,2013/14,S08000016, ,65plus years,Male,Total,d,130, ,1107.61, ,90, ,766.81, 
3140,2013/14,S08000016, ,65plus years,Female,Total,d,150, ,1073.27, ,100, ,715.51, 
3141,2013/14,S08000017, ,0-17 years,Male,Total,d,20, ,139.95, ,20, ,139.95, 
3142,2013/14,S08000017, ,0-17 years,Female,Total,d,30, ,222.04, ,20, ,148.03, 
3143,2013/14,S08000017, ,18-24 years,Male,Total,d,20, ,360.62, ,20, ,360.62, 
3144,2013/14,S08000017, ,18-24 years,Female,Total,d,20, ,372.02, ,20, ,372.02, 
3145,2013/14,S08000017, ,25-39 years,Male,Total,d,110, ,1054.85, ,70, ,671.27, 
3146,2013/14,S08000017, ,25-39 years,Female,Total,d,110, ,980.48, ,50, ,445.67, 
3147,2013/14,S08000017, ,40-64 years,Male,Total,d,280, ,1050.18, ,140, ,525.09, 
3148,2013/14,S08000017, ,40-64 years,Female,Total,d,250, ,886.49, ,100, ,354.6, 
3149,2013/14,S08000017, ,65plus years,Male,Total,d,160, ,996.7, ,100, ,622.94, 
3150,2013/14,S08000017, ,65plus years,Female,Total,d,270, ,1421.58, ,130, ,684.46, 
3151,2013/14,S08000019, ,0-17 years,Male,Total,d,20, ,64.64, ,10, ,32.32, 
3152,2013/14,S08000019, ,0-17 years,Female,Total,d,30, ,101.64, ,20, ,67.76, 
3153,2013/14,S08000019, ,18-24 years,Male,Total,d,50, ,361.51, ,40, ,289.21, 
3154,2013/14,S08000019, ,18-24 years,Female,Total,d,50, ,370.54, ,40, ,296.43, 
3155,2013/14,S08000019, ,25-39 years,Male,Total,d,220, ,860.35, ,150, ,586.6, 
3156,2013/14,S08000019, ,25-39 years,Female,Total,d,130, ,478.72, ,80, ,294.59, 
3157,2013/14,S08000019, ,40-64 years,Male,Total,d,360, ,691.68, ,230, ,441.91, 
3158,2013/14,S08000019, ,40-64 years,Female,Total,d,280, ,515.45, ,180, ,331.36, 
3159,2013/14,S08000019, ,65plus years,Male,Total,d,230, ,982.86, ,150, ,641, 
3160,2013/14,S08000019, ,65plus years,Female,Total,d,230, ,782.5, ,160, ,544.35, 
3161,2013/14,S08000020, ,0-17 years,Male,Total,d,20, ,35.09, ,20, ,35.09, 
3162,2013/14,S08000020, ,0-17 years,Female,Total,d,40, ,74.61, ,30, ,55.96, 
3163,2013/14,S08000020, ,18-24 years,Male,Total,d,120, ,415.7, ,80, ,277.13, 
